№ п/п;Наименование объекта археологического наследия (с расшифровкой пообъектного состава);Местоположение объекта;Реквизиты и наименование акта о постановке на государственную охрану объекта культурного наследия
1.;«Некрополь Старого Ставрополя», грунтовый могильник;Портпоселок, южнее памятника В.Н.Татищева;Выявлен в ходе проведения разведок в 1999 г.
